0,/g/1172hxxrk,traditional_sport
1,/g/11jwzh3_l,volcanic_landform
2,/g/11jxkqbpp,mountainous_landforms
3,/g/11jy976z6,small_terrier
4,/g/11k2xz7mr,meteorological_phenomenon
5,/g/11k38drqt,grilled_food
6,/g/121sl9wl,jaguar_s-type
7,/g/12233hjw,classic
8,/g/1261x0jn3,baby_products
9,/g/1q5yy2zkf,hairless_cat
10,/m/010dmf,isle_of_man_tt
11,/m/010jjr,amusement_park
12,/m/010l12,roller_coaster
13,/m/0117z,air_show
14,/m/0118ms9c,reflex_camera
15,/m/011_dp,skin-head_percussion_instrument
16,/m/011_f4,string_instrument
17,/m/011_g9,wind_instrument
18,/m/011_lb,vespa
19,/m/011_xr,azalea
20,/m/011jbn,gourd
21,/m/011jxn,lasagne
22,/m/011k07,tortoise
23,/m/011k_j,timpani
24,/m/011l1,afghan_hound
25,/m/011l78,team
26,/m/011lh,azawakh
27,/m/011ljn,velvet
28,/m/011lx,acrylic_paint
29,/m/011s0,advertising
30,/m/011v5tq3,media_player
31,/m/011xdj,meringue
32,/m/011xz6,acura
33,/m/011y23,stained_glass
34,/m/011yvr,plantation
35,/m/012015,stone_tool
36,/m/012047,narcissus
37,/m/01205h,ferret
38,/m/012074,magpie
39,/m/0120dh,sea_turtle
40,/m/0121d8,historic_house
41,/m/0121tl,electronic_instrument
42,/m/01224j,hearth
43,/m/01226z,football
44,/m/0122b5,newsprint
45,/m/0123gb,egret
46,/m/01240d,tuber
47,/m/0125ny,lake_district
48,/m/0126gc,reindeer
49,/m/0127_k,spark_plug
50,/m/0127n5,mussel
51,/m/01280g,wildlife
52,/m/01295w,galliformes
53,/m/0129nn,rook
54,/m/012blf,icelandic_sheepdog
55,/m/012c4n,cucurbita
56,/m/012c9l,domestic_short-haired_cat
57,/m/012cc2,russian_blue
58,/m/012ckm,bonfire
59,/m/012d_c,blacksmith
60,/m/012f08,motor_vehicle
61,/m/012gxj,gazelle
62,/m/012h24,comics
63,/m/012hvb,corset
64,/m/012jg5,manx
65,/m/012jh9,scottish_fold
66,/m/012k6q,ocicat
67,/m/012lk9,player_piano
68,/m/012lnv,himalayan
69,/m/012lr2,devon_rex
70,/m/012ltm,birman
71,/m/012m47,chinese_new_year
72,/m/012mj,alcoholic_beverage
73,/m/012mq4,sports_car
74,/m/012mqx,iceberg
75,/m/012n4x,firefighter
76,/m/012n7d,ambulance
77,/m/012n91,emergency_service
78,/m/012ndj,fire_apparatus
79,/m/012q9c,bodyguard
80,/m/012q_x,coast_guard
81,/m/012qdp,military_officer
82,/m/012qyb,barber
83,/m/012rvq,reconnaissance
84,/m/012sbd,tournament
85,/m/012shk,seabird
86,/m/012t_z,businessperson
87,/m/012tq3,republic_p-47_thunderbolt
88,/m/012v4j,hiking
89,/m/012v6r,sikorsky_sh-3_sea_king
90,/m/012v8q,bog
91,/m/012vt9,flautist
92,/m/012vv0,violist
93,/m/012vzz,plant_pathology
94,/m/012w5l,ladder
95,/m/012wds,schutzhund
96,/m/012ww9,archaeological_site
97,/m/012x5p,bento
98,/m/012x6l,laundry
99,/m/012x_7,osechi
100,/m/012x_n,okonomiyaki
101,/m/012xb8,nabemono
102,/m/012xff,toothbrush
103,/m/012xhn,slam_dunk
104,/m/012xxq,onigiri
105,/m/012xzr,tempura
106,/m/012y1_,soba
107,/m/012zzh,somali
108,/m/01305f,condor
109,/m/0130jx,sink
110,/m/0132vv,american_bobtail
111,/m/0132wl,japanese_bobtail
112,/m/0132x9,kakigōri
113,/m/0133d8,porsche_cayenne
114,/m/0134l,autumn
115,/m/01350r,performance_art
116,/m/0137k8,boeing_737
117,/m/0138tl,toy
118,/m/013992,lathe
119,/m/01399x,pipe_organ
120,/m/013_1c,statue
121,/m/013_44,leotard
122,/m/013__5,leek
123,/m/013btk,lark
124,/m/013c1m,mcdonnell_douglas_dc-10
125,/m/013m1,air_force
126,/m/013phj,pontiac_vibe
